eid,pid,id,lab,subject,dob,recording_date,probe_name,probe_type,dset_bwm,dset_rs,n_clusters_text,n_good_clusters,n_overall_clusters,n_spikes,n_trials,recording_length,recording_minutes,duration_seconds,n_cluster_region_labels,n_unique_regions,n_good_unique_regions,brain_region_acronyms,good_brain_region_acronyms,brain_regions_text,session_json_bytes
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2019-12-31,2020-08-13,probe01,3B2,true,false,"122 good, 1044 overall",122,1044,7120704,721,100 minutes,100,6014.921980134663,1044,9,6,fi;root;RT;em;VPL;int;fiber tracts;opt;MEA,RT;em;VPL;int;opt;MEA,"medial amygdalar nucleus, reticular nucleus of the thalamus, ventral posterolateral nucleus of the thalamus, external medullary lamina of the thalamus, internal capsule, optic tract, mea, rt, vpl, em, int, opt",46814
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2019-12-31,2020-08-19,probe01,3B2,true,false,"56 good, 599 overall",56,599,2830202,672,77 minutes,77,4667.188614833642,599,13,7,SF;TRS;V3;sm;IAD;TH;AMd;HY;AMv;RT;ZI;LHA;fiber tracts,SF;TH;AMd;AMv;RT;HY;LHA,"anteromedial nucleus dorsal part, anteromedial nucleus ventral part, hypothalamus, lateral hypothalamic area, reticular nucleus of the thalamus, septofimbrial nucleus, thalamus, amd, amv, hy, lha, rt, sf, th",45329
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2019-12-31,2020-08-13,probe00,3B2,true,false,"141 good, 958 overall",141,958,4426789,721,100 minutes,100,6014.916762092529,958,13,11,MOp2/3;MOp5;MOp6a;MOp6b;cing;scwm;ccb;CP;STR;int;PAL;BST;HY,MOp2/3;MOp5;MOp6a;MOp6b;cing;scwm;ccb;CP;STR;int;PAL,"caudoputamen, pallidum, primary motor area layer 2/3, primary motor area layer 5, primary motor area layer 6a, primary motor area layer 6b, striatum, cingulum bundle, corpus callosum body, internal capsule, supra-callosal cerebral white matter, cp, mop2/3, mop5, mop6a, mop6b, pal, str, ccb, cing, int, scwm",44171
5ec72172-3901-4771-8777-6e9490ca51fc,298e2a70-9801-45f0-b91c-d6bb9718427e,298e2a70-9801-45f0-b91c-d6bb9718427e,angelakilab,NYU-30,2020-05-19,2020-10-22,probe00,3B2,true,false,"183 good, 908 overall",183,908,4671194,933,100 minutes,100,6034.613237303058,908,10,9,MOs2/3;MOs5;MOs6a;ACAd6a;PL6a;AON;DP;OLF;TTd;ILA6a,MOs5;MOs6a;ACAd6a;PL6a;ILA6a;DP;OLF;TTd;AON,"anterior cingulate area dorsal part layer 6a, anterior olfactory nucleus, dorsal peduncular area, infralimbic area layer 6a, olfactory areas, prelimbic area layer 6a, secondary motor area layer 5, secondary motor area layer 6a, taenia tecta dorsal part, acad6a, aon, dp, ila6a, mos5, mos6a, olf, pl6a, ttd",46964
77e6dc6a-66ed-433c-b1a2-778c914f523c,7b05cccc-44f6-4491-a0ea-e38d6e95513d,7b05cccc-44f6-4491-a0ea-e38d6e95513d,angelakilab,NYU-30,2020-05-19,2020-10-20,probe00,3B2,true,false,"95 good, 616 overall",95,616,2989699,784,85 minutes,85,5155.7092547613765,616,12,11,MOp6a;MOp6b;scwm;AId6b;AIv6b;AIv6a;CLA;OT;PIR;EPd;AIv5;OLF,MOp6a;MOp6b;scwm;AId6b;AIv6b;CLA;AIv6a;AIv5;OLF;EPd;PIR,"agranular insular area dorsal part layer 6b, agranular insular area ventral part layer 5, agranular insular area ventral part layer 6a, agranular insular area ventral part layer 6b, claustrum, endopiriform nucleus dorsal part, olfactory areas, piriform area, primary motor area layer 6a, primary motor area layer 6b, supra-callosal cerebral white matter, aid6b, aiv5, aiv6a, aiv6b, cla, epd, mop6a, mop6b, olf, pir, scwm",35784
5569f363-0934-464e-9a5b-77c8e67791a1,99993a2b-588e-4c0c-bfec-e3dfb4f61534,99993a2b-588e-4c0c-bfec-e3dfb4f61534,angelakilab,NYU-30,2020-05-19,2020-10-21,probe00,3B2,true,false,"105 good, 813 overall",105,813,3125722,717,86 minutes,86,5194.3039081040215,813,10,8,MOs5;AId6a;MOs6a;lot;AON;ORBl6a;ORBl5;ORBl2/3;ORBl1;OLF,MOs6a;AId6a;ORBl6a;ORBl5;ORBl2/3;ORBl1;OLF;AON,"agranular insular area dorsal part layer 6a, anterior olfactory nucleus, olfactory areas, orbital area lateral part layer 1, orbital area lateral part layer 2/3, orbital area lateral part layer 5, orbital area lateral part layer 6a, secondary motor area layer 6a, aid6a, aon, mos6a, olf, orbl1, orbl2/3, orbl5, orbl6a",39912
5ec72172-3901-4771-8777-6e9490ca51fc,9dff5593-e781-41a3-a6f9-20d06085e4f8,9dff5593-e781-41a3-a6f9-20d06085e4f8,angelakilab,NYU-30,2020-05-19,2020-10-22,probe01,3B2,true,false,"15 good, 561 overall",15,561,853180,933,100 minutes,100,6034.619839760794,561,7,4,STR;VL;LSr;LSv;ACB;SI;OT,VL;ACB;OT;SI,"nucleus accumbens, olfactory tubercle, substantia innominata, lateral ventricle, acb, ot, si, vl",36870
83d85891-bd75-4557-91b4-1cbb5f8bfc9d,16ad5eef-3fa6-4c75-9296-29bf40c5cfaa,16ad5eef-3fa6-4c75-9296-29bf40c5cfaa,angelakilab,NYU-37,2020-08-31,2021-01-27,probe00,3B2,true,false,"205 good, 1423 overall",205,1423,8492649,443,53 minutes,53,3197.3864522557683,1423,4,3,ANcr1;ANcr2;PRM;arb,ANcr1;ANcr2;PRM,"crus 1, crus 2, paramedian lobule, ancr1, ancr2, prm",54579
f88d4dd4-ccd7-400e-9035-fa00be3bcfa8,511afaa5-fdc4-4166-b4c0-4629ec5e652e,511afaa5-fdc4-4166-b4c0-4629ec5e652e,angelakilab,NYU-37,2020-08-31,2021-01-26,probe00,3B2,true,false,"194 good, 1408 overall",194,1408,8848348,401,53 minutes,53,3215.6670065351677,1408,2,2,void;ANcr2,void;ANcr2,"crus 2, void, ancr2, void",49470
83d85891-bd75-4557-91b4-1cbb5f8bfc9d,66f810a8-b18d-4b54-9f28-2964dfceccad,66f810a8-b18d-4b54-9f28-2964dfceccad,angelakilab,NYU-37,2020-08-31,2021-01-27,probe01,3B2,true,false,"25 good, 253 overall",25,253,380137,443,53 minutes,53,3197.3870789498997,253,10,5,V3;PVT;RE;CM;IAM;RH;VMH;TH;PVHd;HY,CM;IAM;RH;RE;HY,"central medial nucleus of the thalamus, hypothalamus, interanteromedial nucleus of the thalamus, nucleus of reuniens, rhomboid nucleus, cm, hy, iam, re, rh",16813
aec5d3cc-4bb2-4349-80a9-0395b76f04e2,7332e6cf-9847-4aca-b2e3-d864989dd0fb,7332e6cf-9847-4aca-b2e3-d864989dd0fb,angelakilab,NYU-37,2020-08-31,2021-01-30,probe01,3B2,true,false,"126 good, 1431 overall",126,1431,6571392,649,68 minutes,68,4132.715938407871,1431,7,5,CENT3;PRP;arb;chpl;PGRNd;GRN;cbc,CENT3;chpl;PRP;PGRNd;GRN,"gigantocellular reticular nucleus, lobule iii, nucleus prepositus, paragigantocellular reticular nucleus dorsal part, choroid plexus, cent3, grn, pgrnd, prp, chpl",58700
aec5d3cc-4bb2-4349-80a9-0395b76f04e2,789fd2ee-c755-46c5-9c6f-260092520216,789fd2ee-c755-46c5-9c6f-260092520216,angelakilab,NYU-37,2020-08-31,2021-01-30,probe00,3B2,true,false,"313 good, 1346 overall",313,1346,21089792,649,68 minutes,68,4132.712233009877,1346,10,10,ANcr1;arb;IP;DN;V4r;DCO;MY;icp;sptV;SPVO,arb;ANcr1;IP;DN;V4r;DCO;icp;MY;sptV;SPVO,"crus 1, dentate nucleus, dorsal cochlear nucleus, interposed nucleus, medulla, spinal nucleus of the trigeminal oral part, arbor vitae, inferior cerebellar peduncle, lateral recess, spinal tract of the trigeminal nerve, ancr1, dco, dn, ip, my, spvo, v4r, arb, icp, sptv",55204
21d21fc3-4201-4edc-802a-c67b61952548,b7c57ce1-a75b-410a-94b6-8abee5a92c4f,b7c57ce1-a75b-410a-94b6-8abee5a92c4f,angelakilab,NYU-37,2020-08-31,2021-02-01,probe00,3B2,true,false,"61 good, 867 overall",61,867,1186186,548,72 minutes,72,4340.021890685314,867,13,7,RSPagl1;RSPd1;void;SCzo;SCsg;SCop;SCig;SCiw;DR;PAG;SCdg;SCdw;MB,SCop;SCig;SCiw;SCdg;SCdw;PAG;DR,"dorsal nucleus raphe, periaqueductal gray, superior colliculus motor related deep gray layer, superior colliculus motor related deep white layer, superior colliculus motor related intermediate gray layer, superior colliculus motor related intermediate white layer, superior colliculus optic layer, dr, pag, scdg, scdw, scig, sciw, scop",37981
7af49c00-63dd-4fed-b2e0-1b3bd945b20b,c4b5a9fa-10cb-4195-9c17-15b6a1f77f9a,c4b5a9fa-10cb-4195-9c17-15b6a1f77f9a,angelakilab,NYU-37,2020-08-31,2021-01-25,probe01,3B2,true,false,"111 good, 742 overall",111,742,2311407,414,54 minutes,54,3249.156034576625,742,10,9,SSp-ul4;SSp-ul5;SSp-m5;SSp-m6a;CP;STR;SSp-m6b;scwm;ccg;FS,SSp-ul4;SSp-ul5;SSp-m5;SSp-m6a;SSp-m6b;ccg;CP;STR;FS,"caudoputamen, fundus of striatum, primary somatosensory area mouth layer 5, primary somatosensory area mouth layer 6a, primary somatosensory area mouth layer 6b, primary somatosensory area upper limb layer 4, primary somatosensory area upper limb layer 5, striatum, genu of corpus callosum, cp, fs, ssp-m5, ssp-m6a, ssp-m6b, ssp-ul4, ssp-ul5, str, ccg",31782
f88d4dd4-ccd7-400e-9035-fa00be3bcfa8,decc8d40-cf74-4263-ae9d-a0cc68b47e86,decc8d40-cf74-4263-ae9d-a0cc68b47e86,angelakilab,NYU-37,2020-08-31,2021-01-26,probe01,3B2,true,false,"94 good, 593 overall",94,593,1780196,401,53 minutes,53,3215.673720826236,593,9,8,void;MOp1;MOp2/3;MOp5;MOp6a;MOp6b;cing;ccb;CP,MOp1;MOp2/3;MOp5;MOp6a;MOp6b;cing;ccb;CP,"caudoputamen, primary motor area layer 1, primary motor area layer 2/3, primary motor area layer 5, primary motor area layer 6a, primary motor area layer 6b, cingulum bundle, corpus callosum body, cp, mop1, mop2/3, mop5, mop6a, mop6b, ccb, cing",26302
7af49c00-63dd-4fed-b2e0-1b3bd945b20b,f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,f93bfce4-e814-4ae3-9cdf-59f4dcdedf51,angelakilab,NYU-37,2020-08-31,2021-01-25,probe00,3B2,true,false,"149 good, 1463 overall",149,1463,4476553,414,54 minutes,54,3249.152664407623,1463,19,14,or;VISa6b;fp;CA1;alv;VISa6a;DG-mo;DG-po;DG-sg;root;bsc;LP;SGN;MB;MRN;Eth;PoT;SPFp;ml,or;CA1;DG-mo;DG-sg;DG-po;root;bsc;LP;SGN;Eth;PoT;SPFp;MB;MRN,"dentate gyrus granule cell layer, dentate gyrus molecular layer, dentate gyrus polymorph layer, ethmoid nucleus of the thalamus, field ca1, lateral posterior nucleus of the thalamus, midbrain, midbrain reticular nucleus, posterior triangular thalamic nucleus, subparafascicular nucleus parvicellular part, suprageniculate nucleus, brachium of the superior colliculus, optic radiation, root, ca1, dg-mo, dg-po, dg-sg, eth, lp, mb, mrn, pot, sgn, spfp, bsc, or, root",53466
fa1f26a1-eb49-4b24-917e-19f02a18ac61,01864e9d-0dbe-41d4-9e3a-0285348ecfc1,01864e9d-0dbe-41d4-9e3a-0285348ecfc1,angelakilab,NYU-39,2020-12-08,2021-05-12,probe01,3B2,true,false,"109 good, 1054 overall",109,1054,3909367,605,63 minutes,63,3808.201784461862,1054,7,6,PAG;MRN;PPN;PRNr;MB;ll;SOCl,PAG;MRN;PPN;PRNr;ll;SOCl,"midbrain reticular nucleus, pedunculopontine nucleus, periaqueductal gray, pontine reticular nucleus, superior olivary complex lateral part, lateral lemniscus, mrn, pag, ppn, prnr, socl, ll",45159
ee212778-3903-4f5b-ac4b-a72f22debf03,0777b1bf-964b-49b7-888b-8a6c9df09c3b,0777b1bf-964b-49b7-888b-8a6c9df09c3b,angelakilab,NYU-39,2020-12-08,2021-05-13,probe00,3B2,true,false,"62 good, 620 overall",62,620,2370757,522,71 minutes,71,4292.0631793997645,620,8,6,SSp-ul5;SSp-ul6a;SSp-ul6b;scwm;ccb;CP;int;PAL,SSp-ul6a;scwm;ccb;CP;int;PAL,"caudoputamen, pallidum, primary somatosensory area upper limb layer 6a, corpus callosum body, internal capsule, supra-callosal cerebral white matter, cp, pal, ssp-ul6a, ccb, int, scwm",30125
91a3353a-2da1-420d-8c7c-fad2fedfdd18,08ed0b3c-9f94-4c1f-8522-3d42a642a6b0,08ed0b3c-9f94-4c1f-8522-3d42a642a6b0,angelakilab,NYU-39,2020-12-08,2021-05-14,probe01,3B2,true,false,"55 good, 593 overall",55,593,1149101,508,68 minutes,68,4097.011471684381,593,10,8,SSp-n6b;SSp-n6a;scwm;ccb;CP;PIR;EPd;ec;AIp6a;ee,scwm;ccb;CP;ec;AIp6a;EPd;ee;PIR,"agranular insular area posterior part layer 6a, caudoputamen, endopiriform nucleus dorsal part, piriform area, corpus callosum body, corpus callosum extreme capsule, external capsule, supra-callosal cerebral white matter, aip6a, cp, epd, pir, ccb, ec, ee, scwm",28608
6ed57216-498d-48a6-b48b-a243a34710ea,0909252c-3ad0-413f-96f5-7eff885b50aa,0909252c-3ad0-413f-96f5-7eff885b50aa,angelakilab,NYU-39,2020-12-08,2021-05-10,probe01,3B2,true,false,"85 good, 918 overall",85,918,3313998,541,60 minutes,60,3637.7100827544523,918,13,11,ICd;ICc;MB;CUN;P;PB;scp;SUT;PC5;V;PARN;MY;rust,ICc;MB;CUN;P;PB;scp;SUT;V;PC5;PARN;MY,"cuneiform nucleus, inferior colliculus central nucleus, medulla, midbrain, motor nucleus of trigeminal, parabrachial nucleus, parvicellular motor 5 nucleus, parvicellular reticular nucleus, pons, supratrigeminal nucleus, superior cerebelar peduncles, cun, icc, mb, my, p, parn, pb, pc5, sut, v, scp",38425
35ed605c-1a1a-47b1-86ff-2b56144f55af,117f0d28-3cc0-4837-9e3e-46db5bc3e662,117f0d28-3cc0-4837-9e3e-46db5bc3e662,angelakilab,NYU-39,2020-12-08,2021-05-11,probe00,3B2,true,false,"48 good, 512 overall",48,512,5545409,522,61 minutes,61,3699.3802242217557,512,11,6,SSp-n6a;SSp-n5;SSp-un5;SSp-n6b;scwm;ccb;CP;GPe;PAL;SI;CEAm,SSp-n6a;CP;GPe;PAL;SI;CEAm,"caudoputamen, central amygdalar nucleus medial part, globus pallidus external segment, pallidum, primary somatosensory area nose layer 6a, substantia innominata, ceam, cp, gpe, pal, si, ssp-n6a",26917
35ed605c-1a1a-47b1-86ff-2b56144f55af,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,85bdeae3-269b-4e39-bd9b-2b0d95aff2fa,angelakilab,NYU-39,2020-12-08,2021-05-11,probe01,3B2,true,false,"147 good, 1041 overall",147,1041,2744700,522,61 minutes,61,3699.385967509776,1041,16,12,VISp2/3;VISl2/3;SUB;VISli6a;VISl4;VISl5;ENTl6a;VISl6a;VISli6b;or;VISpor6b;ec;alv;HPF;ENTl5;ENTl3,VISl2/3;VISl5;VISl6a;VISli6a;or;VISli6b;VISpor6b;SUB;HPF;ENTl6a;ENTl5;ENTl3,"entorhinal area lateral part layer 3, entorhinal area lateral part layer 5, entorhinal area lateral part layer 6a, hippocampal formation, lateral visual area layer 2/3, lateral visual area layer 5, lateral visual area layer 6a, laterointermediate area layer 6a, laterointermediate area layer 6b, postrhinal area layer 6b, subiculum, optic radiation, entl3, entl5, entl6a, hpf, sub, visl2/3, visl5, visl6a, visli6a, visli6b, vispor6b, or",42154
ee212778-3903-4f5b-ac4b-a72f22debf03,9793c99d-f918-4931-8bba-fdb978bd8e0a,9793c99d-f918-4931-8bba-fdb978bd8e0a,angelakilab,NYU-39,2020-12-08,2021-05-13,probe01,3B2,true,false,"84 good, 958 overall",84,958,4452651,522,71 minutes,71,4292.062755421546,958,4,4,PAG;MRN;PRNr;POR,PAG;MRN;PRNr;POR,"midbrain reticular nucleus, periaqueductal gray, pontine reticular nucleus, superior olivary complex periolivary region, mrn, pag, por, prnr",40601
91a3353a-2da1-420d-8c7c-fad2fedfdd18,a85b9795-f99c-4c1d-a376-8b5ef095ffd7,a85b9795-f99c-4c1d-a376-8b5ef095ffd7,angelakilab,NYU-39,2020-12-08,2021-05-14,probe00,3B2,true,false,"13 good, 368 overall",13,368,296879,508,68 minutes,68,4096.998460288707,368,8,3,SSp-m4;SSp-m5;SSp-m6a;SSp-m6b;scwm;ccb;CP;act,SSp-m6a;CP;act,"caudoputamen, primary somatosensory area mouth layer 6a, anterior commissure temporal limb, cp, ssp-m6a, act",21816
fa1f26a1-eb49-4b24-917e-19f02a18ac61,a9e83d8a-7c90-4152-abad-53a1ad94d73a,a9e83d8a-7c90-4152-abad-53a1ad94d73a,angelakilab,NYU-39,2020-12-08,2021-05-12,probe00,3B2,true,false,"20 good, 303 overall",20,303,649361,605,63 minutes,63,3808.1962327346628,303,16,5,SSp-ll4;SSp-ll2/3;SSp-ll5;SSp-ll6a;MOp6a;MOp6b;scwm;ccb;SEZ;CP;VL;root;AV;BST;TH;PAL,SSp-ll6a;MOp6a;TH;BST;PAL,"bed nuclei of the stria terminalis, pallidum, primary motor area layer 6a, primary somatosensory area lower limb layer 6a, thalamus, bst, mop6a, pal, ssp-ll6a, th",22289
6ed57216-498d-48a6-b48b-a243a34710ea,e45a00b1-14a0-4f5e-9ea5-9f76d042b11c,e45a00b1-14a0-4f5e-9ea5-9f76d042b11c,angelakilab,NYU-39,2020-12-08,2021-05-10,probe00,3B2,true,false,"71 good, 448 overall",71,448,1863808,541,60 minutes,60,3637.7114674341537,448,16,9,VISa2/3;DG-po;VISa4;VISa5;VISa6a;VISa6b;scwm;ccs;alv;CA1;DG-mo;DG-sg;LP;PO;root;Eth,VISa2/3;VISa6a;VISa6b;scwm;CA1;DG-po;LP;Eth;PO,"anterior area layer 2/3, anterior area layer 6a, anterior area layer 6b, dentate gyrus polymorph layer, ethmoid nucleus of the thalamus, field ca1, lateral posterior nucleus of the thalamus, posterior complex of the thalamus, supra-callosal cerebral white matter, ca1, dg-po, eth, lp, po, visa2/3, visa6a, visa6b, scwm",25175
